Building Code,Room Name,Room URL
FB,FBLTFOY,http://apps.uclan.ac.uk/MvCRoomTimetable/FB/FBLTFOY
FB,FBM01,http://apps.uclan.ac.uk/MvCRoomTimetable/FB/FBM01
FB,FBSS,http://apps.uclan.ac.uk/MvCRoomTimetable/FB/FBSS
GR,GR001,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR001
GR,GR069,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR069
GR,GR070,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR070
GR,GR071,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR071
GR,GR075,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR075
GR,GR076,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR076
GR,GR077,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR077
GR,GR078,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR078
GR,GR079,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR079
GR,GR080,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR080
GR,GR081,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR081
GR,GR102B,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR102B
GR,GR109,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR109
GR,GR111,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR111
GR,GR115,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR115
GR,GR117,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR117
GR,GR119a,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR119a
GR,GR123,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR123
GR,GR170,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR170
GR,GR171,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR171
GR,GR171A,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR171A
GR,GR174,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR174
GR,GR174a,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR174a
GR,GR174b,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR174b
GR,GR175,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR175
GR,GR177,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR177
GR,GR179,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR179
GR,GR181,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR181
GR,GR182,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR182
GR,GR202,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR202
GR,GR203,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR203
GR,GR204,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR204
GR,GR218,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR218
GR,GR268,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR268
GR,GR269,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR269
GR,GR270,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR270
GR,GR274,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR274
GR,GR275,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR275
GR,GR276,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR276
GR,GR277,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR277
GR,GR278,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR278
GR,GR279,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR279
GR,GR347,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR347
GR,GR348,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR348
GR,GR348a,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR348a
GR,GR349,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR349
GR,GR350,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR350
GR,GR354,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR354
GR,GR355,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR355
GR,GR356,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR356
GR,GR357,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR357
GR,GR358,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR358
GR,GR359,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR359
GR,GRFOY,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GRFOY
GR,GRLT,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GRLT
GR,#SPLUS1BBA40,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/#SPLUS1BBA40
GR,GR109a,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR109a
GR,GR109b,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR109b
GR,GR119,http://apps.uclan.ac.uk/MvCRoomTimetable/GR/GR119
HR,HR002,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR002
HR,HR004,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR004
HR,HR010,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR010
HR,HR014,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR014
HR,HR017,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR017
HR,HR021,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR021
HR,HR022,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR022
HR,HR023,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR023
HR,HR103,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR103
HR,HR104,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR104
HR,HR105,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR105
HR,HR108,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR108
HR,HR205,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR205
HR,HR211,http://apps.uclan.ac.uk/MvCRoomTimetable/HR/HR211
HA,HA031,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA031
HA,HA104,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA104
HA,HA108,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA108
HA,HA113,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA113
HA,HA127,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA127
HA,HA129,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA129
HA,HA135,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA135
HA,HA138a,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA138a
HA,HA140a,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA140a
HA,HA142,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA142
HA,HA142a,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA142a
HA,HA201,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA201
HA,HA214,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA214
HA,HA223,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA223
HA,HA228,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA228
HA,HA245a,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA245a
HA,HA250,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA250
HA,HA254,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA254
HA,HA301,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA301
HA,HA308,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA308
HA,HA313,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA313
HA,HA320,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA320
HA,HA333,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA333
HA,HA337,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA337
HA,HA338,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA338
HA,HA338a,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA338a
HA,HA339,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA339
HA,HA342,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA342
HA,HA342b,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA342b
HA,HA344,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA344
HA,HA345,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HA345
HA,HAFOY,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HAFOY
HA,HALT,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HALT
HA,HASS,http://apps.uclan.ac.uk/MvCRoomTimetable/HA/HASS
HB,#SPLUS970261,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/#SPLUS970261
HB,HB001,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB001
HB,HB014,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB014
HB,HB015A,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB015A
HB,HB015B,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB015B
HB,HB108,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB108
HB,HB109,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB109
HB,HB111,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB111
HB,HB116,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB116
HB,HB126,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB126
HB,HB127,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB127
HB,HB130,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB130
HB,HB132a,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB132a
HB,HB144A,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB144A
HB,HB144C,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB144C
HB,HB145,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB145
HB,HB150,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB150
HB,HB155,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB155
HB,HB158,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB158
HB,HB159,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB159
HB,HB201,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB201
HB,HB207,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB207
HB,HB208,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB208
HB,HB219,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB219
HB,HB227,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB227
HB,HB234,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB234
HB,HB235,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB235
HB,HB236,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB236
HB,HB239,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB239
HB,HB303,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB303
HB,HB304,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB304
HB,HB305,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB305
HB,HB307,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB307
HB,HB310,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB310
HB,HB311,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB311
HB,HB314,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB314
HB,HB315,http://apps.uclan.ac.uk/MvCRoomTimetable/HB/HB315
KM,KM006,http://apps.uclan.ac.uk/MvCRoomTimetable/KM/KM006
KM,KM011,http://apps.uclan.ac.uk/MvCRoomTimetable/KM/KM011
KM,KM013,http://apps.uclan.ac.uk/MvCRoomTimetable/KM/KM013
KM,KM111,http://apps.uclan.ac.uk/MvCRoomTimetable/KM/KM111
KM,KMSET,http://apps.uclan.ac.uk/MvCRoomTimetable/KM/KMSET
LE,LE002,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE002
LE,LE003,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE003
LE,LE109,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE109
LE,LE110,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE110
LE,LE111,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE111
LE,LE202,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE202
LE,LE203,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE203
LE,LE204,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE204
LE,LE206,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE206
LE,LE206A,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE206A
LE,LE207,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE207
LE,LE303,http://apps.uclan.ac.uk/MvCRoomTimetable/LE/LE303
LH,LH002,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH002
LH,LH003,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH003
LH,LH008,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH008
LH,LH009,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH009
LH,LH013,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH013
LH,LH014,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH014
LH,LH101,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH101
LH,LH102,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH102
LH,LH113,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH113
LH,LH123,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH123
LH,LH125,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH125
LH,LH126,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH126
LH,LH127,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH127
LH,LH201,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH201
LH,LH202,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH202
LH,LH223,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH223
LH,LH225,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH225
LH,LH226,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH226
LH,LH227,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH227
LH,LH301,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH301
LH,LH302,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH302
LH,LH323,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH323
LH,LH325,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH325
LH,LH326,http://apps.uclan.ac.uk/MvCRoomTimetable/LH/LH326
MB,MB041,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB041
MB,MB043,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB043
MB,MB049,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB049
MB,MB051,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB051
MB,MB053,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB053
MB,MB108,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB108
MB,MB113,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB113
MB,MB117,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB117
MB,MB120,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB120
MB,MB124,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB124
MB,MB143,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB143
MB,MB221,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB221
MB,MB226,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB226
MB,MB235,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB235
MB,MB244,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB244
MB,MB247,http://apps.uclan.ac.uk/MvCRoomTimetable/MB/MB247
